train\1\Im_B0\1.jpg ['0.2091203220', '12.6991097200', '0.0220812510', '4.4780905300', '0.0014995780', '-2.4168324420', '48.6404901700', '-3.3573481390'] 0.01121538108888889
train\32\Im_B31\99.jpg ['3.3386032580', '9.9430350040', '0.0407811290', '5.2064968090', '0.0321059010', '-1.7692505970', '1.4394078080', '-1.9244456270'] 0.31471732666666663
train\32\Im_B31\100.jpg ['3.4592620540', '9.9366293580', '0.0407233130', '5.2136512990', '0.0316261600', '-1.7589322110', '1.1256081170', '-1.9176646350'] 0.31471732666666663
train\33\Im_B32\1.jpg ['1.0384991070', '9.3646966680', '-0.0085684360', '2.9863178870', '-0.0263601530', '-3.9157356270', '49.9434719100', '-0.4746941270'] 0.04524299992222222
train\33\Im_B32\2.jpg ['0.8437193800', '9.3584425740', '-0.0088659810', '2.9762984710', '-0.0276693500', '-3.9202768380', '49.4759947600', '-0.4427249260'] 0.030441748688888888
train\33\Im_B32\3.jpg ['0.6852865810', '9.3521925360', '-0.0091331050', '2.9666124020', '-0.0288273130', '-3.9250885260', '49.0087683300', '-0.4164387310'] 0.00877393758888889
train\33\Im_B32\4.jpg ['0.5671384840', '9.3459449850', '-0.0094194380', '2.9573388550', '-0.0298619390', '-3.9302118670', '48.5418045100', '-0.3952860740'] -0.011367971311111112
train\33\Im_B32\5.jpg ['0.4594370020', '9.3396989690', '-0.0097420980', '2.9485769090', '-0.0305826750', '-3.9378586180', '48.0751017200', '-0.3802489240'] -0.02342259861111111
train\33\Im_B32\6.jpg ['0.3282344480', '9.3334550960', '-0.0100830250', '2.9404364680', '-0.0313572680', '-3.9433376200', '47.6086548000', '-0.3726575980'] -0.03074692912222222
train\33\Im_B32\7.jpg ['0.1646875130', '9.3272146060', '-0.0101855790', '2.9306541730', '-0.0319510000', '-3.9489957150', '47.1424630100', '-0.3729086340'] -0.03791866941111111
train\33\Im_B32\8.jpg ['-0.0112635890', '9.3209776720', '-0.0104410570', '2.9238350130', '-0.0323482620', '-3.9548141610', '46.6765304200', '-0.3802683130'] -0.040970473788888885
train\33\Im_B32\9.jpg ['-0.1741516910', '9.3147485960', '-0.0106782310', '2.9177557320', '-0.0325567110', '-3.9607972800', '46.2108627900', '-0.3933611510'] -0.04600595102222222
train\33\Im_B32\10.jpg ['-0.3085580340', '9.3085505910', '-0.0109133740', '2.9123869510', '-0.0325983580', '-3.9669531010', '45.7454660900', '-0.4105269210'] -0.057450217444444444
train\33\Im_B32\11.jpg ['-0.4067618770', '9.3024130860', '-0.0111684290', '2.9076842370', '-0.0325027280', '-3.9732944210', '45.2803433500', '-0.4305881580'] -0.0691996643
train\33\Im_B32\12.jpg ['-0.4789353160', '9.2962887870', '-0.0114557580', '2.9036163450', '-0.0322909730', '-3.9798127410', '44.8154922400', '-0.4534083780'] -0.07560845349999999
train\33\Im_B32\13.jpg ['-0.5490618920', '9.2901703310', '-0.0117664180', '2.9001814590', '-0.0319636140', '-3.9864643170', '44.3509024800', '-0.4794176960'] -0.07835507744444445
train\33\Im_B32\14.jpg ['-0.6308497950', '9.2841023880', '-0.0120794770', '2.8973811570', '-0.0315095520', '-3.9931983480', '43.8865628400', '-0.5087609610'] -0.07911802853333333
train\33\Im_B32\15.jpg ['-0.7179698420', '9.2781284480', '-0.0141802220', '2.9029333040', '-0.0309236930', '-3.9999851520', '43.4223755700', '-0.5409901440'] -0.0812542916
train\33\Im_B32\16.jpg ['-0.7961486240', '9.2779121370', '-0.0132343440', '2.8959878040', '-0.0310478010', '-4.0002406700', '42.9577013600', '-0.5752691050'] -0.08461127642222223
train\33\Im_B32\17.jpg ['-0.8552650900', '9.2950193730', '-0.0121125180', '2.8888341460', '-0.0306496390', '-4.0038176260', '42.4916120800', '-0.6108394190'] -0.08751049057777778
train\33\Im_B32\18.jpg ['-0.8964567330', '9.3294886440', '-0.0108690370', '2.8816469170', '-0.0302362760', '-4.0068424090', '42.0233215300', '-0.6472594830'] -0.09025711452222222
train\33\Im_B32\19.jpg ['-0.9272090800', '9.3776324400', '-0.0095540060', '2.8746212990', '-0.0298106470', '-4.0093724350', '41.5522581900', '-0.6843500580'] -0.09239337758888888
train\33\Im_B32\20.jpg ['-0.9541062800', '9.4356492560', '-0.0082115690', '2.8679545410', '-0.0293693870', '-4.0114628790', '41.0780331200', '-0.7220845420'] -0.09376668955555556
train\33\Im_B32\21.jpg ['-0.9812225980', '9.5005654800', '-0.0068795800', '2.8618312210', '-0.0289049360', '-4.0131706500', '40.6003860900', '-0.7604542090'] -0.09391927977777777
train\33\Im_B32\22.jpg ['-1.0092240810', '9.5702833580', '-0.0055903820', '2.8564099290', '-0.0284084560', '-4.0145582600', '40.1191411700', '-0.7993619150'] -0.09391927977777777
train\33\Im_B32\23.jpg ['-1.0358897310', '9.6433807040', '-0.0043717310', '2.8518144580', '-0.0278723640', '-4.0156955560', '39.6341746500', '-0.8385797420'] -0.09391927977777777
train\33\Im_B32\24.jpg ['-1.0576539850', '9.7189383490', '-0.0032471310', '2.8481298700', '-0.0272915740', '-4.0166594350', '39.1453929200', '-0.8778334900'] -0.09391927977777777
train\33\Im_B32\25.jpg ['-1.0729571460', '9.7963477820', '-0.0022339390', '2.8454069670', '-0.0266618470', '-4.0175280240', '38.6527185600', '-0.9168876380'] -0.09391927977777777
train\33\Im_B32\26.jpg ['-1.0824570750', '9.8752443940', '-0.0013419450', '2.8436669610', '-0.0262383450', '-4.0143762780', '38.1560799000', '-0.9555850010'] -0.09391927977777777
train\33\Im_B32\27.jpg ['-1.0879758780', '9.9554520010', '-0.0005733250', '2.8429065010', '-0.0255573110', '-4.0145283230', '37.6554048700', '-0.9938479510'] -0.09391927977777777
train\33\Im_B32\28.jpg ['-1.0915168280', '10.0369227000', '0.0000763000', '2.8431033060', '-0.0248046700', '-4.0148370140', '37.1506183400', '-1.0316569530'] -0.09391927977777777
train\33\Im_B32\29.jpg ['-1.0946280210', '10.1196602900', '0.0006159540', '2.8442220220', '-0.0239706140', '-4.0153606960', '36.6416450500', '-1.0690222740'] -0.09391927977777777
train\33\Im_B32\30.jpg ['-1.0981637640', '10.2035995900', '0.0009058640', '2.8493104800', '-0.0230453570', '-4.0161452330', '36.1284191400', '-1.1059603120'] -0.09788662546666667
train\33\Im_B32\31.jpg ['-1.1023606390', '10.2884311300', '0.0010539060', '2.8535394230', '-0.0220199660', '-4.0172215940', '35.6109114700', '-1.1425549030'] -0.1085679408
train\33\Im_B32\32.jpg ['-1.1092632390', '10.3727907300', '0.0011310610', '2.8585371840', '-0.0208850310', '-4.0185986280', '35.0892338400', '-1.1792621340'] -0.11345082777777778
train\33\Im_B32\33.jpg ['-1.1300835500', '10.4520404500', '0.0011635710', '2.8642819200', '-0.0196229340', '-4.0202403020', '34.5635981100', '-1.2169346940'] -0.1204699778888889
train\33\Im_B32\34.jpg ['-1.1774793820', '10.5302188200', '0.0011887140', '2.8707769890', '-0.0182069700', '-4.0220653900', '34.0339774600', '-1.2561550560'] -0.12870984966666665
train\33\Im_B32\35.jpg ['-1.2445172960', '10.6049728900', '-0.0002937330', '2.8845564990', '-0.0166183800', '-4.0239910010', '33.5008053400', '-1.2972878850'] -0.13801785311111112
train\33\Im_B32\36.jpg ['-1.3256255310', '10.6667941300', '0.0011269540', '2.8868053310', '-0.0003724330', '-4.1047598670', '32.9648693400', '-1.3405892690'] -0.151903563
train\33\Im_B32\37.jpg ['-1.4180903570', '10.7107922100', '0.0027439110', '2.8893201940', '0.0014966710', '-4.1041457770', '32.4271098500', '-1.3863259090'] -0.1673151751111111
train\33\Im_B32\38.jpg ['-1.5226167350', '10.7363214900', '0.0045324260', '2.8923546970', '0.0035936640', '-4.1032825370', '31.8882800800', '-1.4349774780'] -0.172808423
train\33\Im_B32\39.jpg ['-1.6462896230', '10.7493619400', '0.0064710460', '2.8961954900', '0.0058636130', '-4.1016706410', '31.3488170500', '-1.4869359800'] -0.17341878388888887
train\33\Im_B32\40.jpg ['-1.7869029510', '10.7548147900', '0.0085371500', '2.9011182900', '0.0082490910', '-4.0988311990', '30.8089829900', '-1.5418078900'] -0.17357137411111112
train\33\Im_B32\41.jpg ['-1.9188787390', '10.7556487300', '0.0106896740', '2.9073240810', '0.0106790790', '-4.0944036930', '30.2689539600', '-1.5985391170'] -0.17524986644444443
train\33\Im_B32\42.jpg ['-2.0189813260', '10.7536627600', '0.0128737770', '2.9149448840', '0.0130785340', '-4.0881626300', '29.7288540400', '-1.6559713750'] -0.17814908066666668
train\33\Im_B32\43.jpg ['-2.0817197460', '10.7499468100', '0.0150380720', '2.9240636140', '0.0153875060', '-4.0800024720', '29.1887672900', '-1.7132764300'] -0.1783016708888889
train\33\Im_B32\44.jpg ['-2.1168230520', '10.7451594900', '0.0172635350', '2.9342601790', '0.0175742680', '-4.0699155260', '28.6487492400', '-1.7700183720'] -0.1783016708888889
train\33\Im_B32\45.jpg ['-2.1372425230', '10.7396957500', '0.0196512250', '2.9451669460', '0.0198124070', '-4.0587297430', '28.1088451100', '-1.8259180130'] -0.1783016708888889
train\33\Im_B32\46.jpg ['-2.1483989910', '10.7337896300', '0.0220704760', '2.9573026400', '0.0205692060', '-4.0324413860', '27.5690953400', '-1.8807947980'] -0.1783016708888889
train\33\Im_B32\47.jpg ['-2.1538926490', '10.7275879200', '0.0244950410', '2.9707698850', '0.0231417670', '-4.0189862030', '27.0295356300', '-1.9345416600'] -0.179064622
train\33\Im_B32\48.jpg ['-2.1564210640', '10.7212029400', '0.0272546250', '2.9899340990', '0.0257688290', '-4.0047697670', '26.4901958900', '-1.9871052890'] -0.179064622
train\33\Im_B32\49.jpg ['-2.1579396370', '10.7147078000', '0.0294685500', '3.0083185800', '0.0283881310', '-3.9894584370', '25.9510992400', '-2.0384799100'] -0.179064622
train\33\Im_B32\50.jpg ['-2.1601958050', '10.7081467500', '0.0316572800', '3.0278092180', '0.0309546250', '-3.9728026250', '25.4122652100', '-2.0886429680'] -0.179064622
train\33\Im_B32\51.jpg ['-2.1624649060', '10.7015464800', '0.0338117660', '3.0484620780', '0.0334394170', '-3.9546443680', '24.8737099000', '-2.1375558150'] -0.179064622
train\33\Im_B32\52.jpg ['-2.1640000830', '10.6949232400', '0.0359315610', '3.0702938750', '0.0358283250', '-3.9349053320', '24.3354453700', '-2.1851777370'] -0.179064622
train\33\Im_B32\53.jpg ['-2.1645853280', '10.6882868800', '0.0382472590', '3.0922651910', '0.0381193750', '-3.9135690070', '23.7974797100', '-2.2314739720'] -0.179064622
train\33\Im_B32\54.jpg ['-2.1643649770', '10.6816434100', '0.0408565410', '3.1139980340', '0.0405936120', '-3.8919730020', '23.2598176700', '-2.2764180990'] -0.179064622
train\33\Im_B32\55.jpg ['-2.1636465320', '10.6749964800', '0.0436664710', '3.1359590090', '0.0433203530', '-3.8703509030', '22.7224616100', '-2.3199904120'] -0.179064622
train\33\Im_B32\56.jpg ['-2.1627362830', '10.6683483100', '0.0466881710', '3.1581714160', '0.0461779330', '-3.8480709830', '22.1854127000', '-2.3621744460'] -0.179064622
train\33\Im_B32\57.jpg ['-2.1618447450', '10.6617002500', '0.0499233480', '3.1807189050', '0.0491623660', '-3.8250437320', '21.6486720100', '-2.4029535000'] -0.179064622
train\33\Im_B32\58.jpg ['-2.1610642100', '10.6550531300', '0.0533590530', '3.2037662490', '0.0522639410', '-3.8011491700', '21.1122414000', '-2.4423081970'] -0.179064622
train\33\Im_B32\59.jpg ['-2.1603955850', '10.6484074200', '0.0569619320', '3.2275785610', '0.0554663020', '-3.7762371660', '20.5761241300', '-2.4802153250'] -0.1784542611111111
train\33\Im_B32\60.jpg ['-2.1597939750', '10.6417634100', '0.0606730490', '3.2525320350', '0.0587458280', '-3.7501296010', '20.0403258200', '-2.5166406170'] -0.17448691533333333
train\33\Im_B32\61.jpg ['-2.1588629110', '10.6351211700', '0.0644051240', '3.2791051970', '0.0620711080', '-3.7226261630', '19.5048605200', '-2.5514847820'] -0.16639963377777778
train\33\Im_B32\62.jpg ['-2.1544551460', '10.6284801500', '0.0680568930', '3.3077864450', '0.0654010680', '-3.6935196590', '18.9697647300', '-2.5844676490'] -0.1580071717777778
train\33\Im_B32\63.jpg ['-2.1371175090', '10.6218394300', '0.0688059110', '3.3553671540', '0.0686941290', '-3.6626681210', '18.4351010700', '-2.6151273080'] -0.14091706722222222
train\33\Im_B32\64.jpg ['-2.0963228510', '10.6151988900', '0.0700315750', '3.4015873430', '0.0718588630', '-3.6298417650', '17.9009501200', '-2.6429154090'] -0.118486305
train\33\Im_B32\65.jpg ['-2.0255379810', '10.6085579400', '0.0713645100', '3.4476170650', '0.0748376580', '-3.5949806780', '17.3674290800', '-2.6670550890'] -0.10749980926666666
train\33\Im_B32\66.jpg ['-1.9096234670', '10.6019160000', '0.0728061320', '3.4931350570', '0.0741045550', '-3.5376562380', '16.8346655800', '-2.6867812310'] -0.10475318532222223
train\33\Im_B32\67.jpg ['-1.7455311000', '10.5952756600', '0.0743609930', '3.5377855710', '0.0754732110', '-3.4925620640', '16.3027124500', '-2.7019737120'] -0.09239337758888888
train\33\Im_B32\68.jpg ['-1.5671122630', '10.5886400900', '0.0760697400', '3.5812636240', '0.0767990830', '-3.4473969720', '15.7715421300', '-2.7130864830'] -0.06645304035555556
train\33\Im_B32\69.jpg ['-1.4083221280', '10.5820086400', '0.0780098240', '3.6232966550', '0.0781099450', '-3.4022029610', '15.2411460800', '-2.7203614540'] -0.03166247043333333
train\33\Im_B32\70.jpg ['-1.2588321270', '10.5753784900', '0.0802547160', '3.6635615080', '0.0794255940', '-3.3570707010', '14.7116080000', '-2.7233735980'] 0.0009918364222222223
train\33\Im_B32\71.jpg ['-1.0775933750', '10.5687484200', '0.0828645940', '3.7015934090', '0.0807308150', '-3.3121609550', '14.1830879200', '-2.7212409050'] 0.0249485008
train\33\Im_B32\72.jpg ['-0.8312152960', '10.5621205000', '0.0857891500', '3.7372127620', '0.0820024170', '-3.2677396050', '13.6557348100', '-2.7132449750'] 0.047074082555555556
train\33\Im_B32\73.jpg ['-0.5237061450', '10.5554978400', '0.0890091510', '3.7702877330', '0.0831650820', '-3.2238827660', '13.1296138400', '-2.6992454460'] 0.07927061875555556
train\33\Im_B32\74.jpg ['-0.1893551210', '10.5488813200', '0.0924550000', '3.8011416480', '0.0842332280', '-3.1807904450', '12.6047262900', '-2.6794663550'] 0.12397955288888889
train\33\Im_B32\75.jpg ['0.1471086390', '10.5422704800', '0.0959918840', '3.8305511840', '0.0852231110', '-3.1385927480', '12.0810920700', '-2.6539578650'] 0.16182192722222222
train\33\Im_B32\76.jpg ['0.4972643860', '10.5356664300', '0.0993654730', '3.8597210020', '0.0861379980', '-3.0974505080', '11.5587805500', '-2.6224493910'] 0.18638895244444445
train\33\Im_B32\77.jpg ['0.8863744760', '10.5290712400', '0.1021981770', '3.8901645390', '0.0869528630', '-3.0575382310', '11.0378286900', '-2.5848623270'] 0.20012207222222222
train\33\Im_B32\78.jpg ['1.3028698160', '10.5224842500', '0.1040771080', '3.9234696640', '0.0876451730', '-3.0189544510', '10.5181704500', '-2.5416734230'] 0.20119020366666665
train\33\Im_B32\79.jpg ['1.7024456350', '10.5159011500', '0.0857465880', '4.0673050430', '0.0882203800', '-2.9816729470', '9.9996333210', '-2.4938700030'] 0.20195315477777778
train\33\Im_B32\80.jpg ['2.0357713730', '10.5093163500', '0.0814449260', '4.1322858110', '0.0887109440', '-2.9455306370', '9.4819781330', '-2.4426918050'] 0.225757229
train\33\Im_B32\81.jpg ['2.2669378690', '10.5027274000', '0.0770895390', '4.1945937290', '0.0891619640', '-2.9102441280', '8.9650094950', '-2.3890271060'] 0.28252079044444445
train\33\Im_B32\82.jpg ['2.4105488610', '10.4961401600', '0.0728524110', '4.2538435040', '0.0895801590', '-2.8754739810', '8.4487192750', '-2.3327046840'] 0.32661936366666666
train\33\Im_B32\83.jpg ['2.5557900700', '10.4895674900', '0.0688063840', '4.3095016840', '0.0898603910', '-2.8409296570', '7.9333007220', '-2.2725283590'] 0.34126802466666667
train\33\Im_B32\84.jpg ['2.8085234210', '10.4830152400', '0.0649506520', '4.3607561680', '0.0897855310', '-2.8064586460', '7.4189296540', '-2.2074520080'] 0.34126802466666667
train\33\Im_B32\85.jpg ['3.1679925910', '10.4764729100', '0.0612855460', '4.4069015800', '0.0891271050', '-2.7718880010', '6.9055926520', '-2.1373337990'] 0.34126802466666667
train\33\Im_B32\86.jpg ['3.5409801730', '10.4699232400', '0.0578869700', '4.4475219200', '0.0759208750', '-2.6850034560', '6.3931144280', '-2.0626530920'] 0.34126802466666667
train\33\Im_B32\87.jpg ['3.8386111740', '10.4633590700', '0.0549090200', '4.4823803450', '0.0717056960', '-2.6387460100', '5.8812783750', '-1.9838585970'] 0.34187838555555555
train\33\Im_B32\88.jpg ['4.0275517350', '10.4567843500', '0.0525417780', '4.5112712380', '0.0674646150', '-2.5950431740', '5.3699116700', '-1.9009628880'] 0.34187838555555555
train\33\Im_B32\89.jpg ['4.1174240140', '10.4502059600', '0.0509715400', '4.5339939180', '0.0633042470', '-2.5539357310', '4.8589191490', '-1.8133837240'] 0.34187838555555555
train\33\Im_B32\90.jpg ['4.1391790160', '10.4436283700', '0.0503526450', '4.5503982310', '0.0593059840', '-2.5154688320', '4.3482789640', '-1.7199257450'] 0.34187838555555555
train\33\Im_B32\91.jpg ['4.1256704010', '10.4370529600', '0.0507605850', '4.5606571300', '0.0555261440', '-2.4796896650', '3.8380235100', '-1.6187653010'] 0.34187838555555555
train\33\Im_B32\92.jpg ['4.1024560270', '10.4304794700', '0.0521542210', '4.5654460930', '0.0520028600', '-2.4466470190', '3.3282189600', '-1.5073601370'] 0.33852140077777776
train\33\Im_B32\93.jpg ['4.0840725800', '10.4239071700', '0.0543340520', '4.5661569500', '0.0487626310', '-2.4163811680', '2.9544160430', '-1.4486436810'] 0.32280460822222223
train\33\Im_B32\94.jpg ['4.0731958610', '10.4173346000', '0.0569145020', '4.5649954080', '0.0458338800', '-2.3889304630', '2.6917199340', '-1.4429394610'] 0.2997634851111111
train\33\Im_B32\95.jpg ['4.0546215300', '10.4107571000', '0.0593460620', '4.5648482520', '0.0432639740', '-2.3643083890', '2.4233884090', '-1.4373771350'] 0.26802471966666663
train\33\Im_B32\96.jpg ['3.9935331880', '10.4041707800', '0.0551553960', '4.6021013120', '0.0411345950', '-2.3424594040', '2.1501688050', '-1.4324536210'] 0.23582818344444445
train\33\Im_B32\97.jpg ['3.8595196010', '10.3975749000', '0.0514105170', '4.6359584390', '0.0395538720', '-2.3232505030', '1.8726638240', '-1.4286849960'] 0.2155336843333333
train\33\Im_B32\98.jpg ['3.6361611040', '10.3909730900', '0.0484809310', '4.6652501910', '0.0386383860', '-2.3064555340', '1.5912847510', '-1.4264390030'] 0.2103456168888889
train\33\Im_B32\99.jpg ['3.3397970320', '10.3843740100', '0.0465441850', '4.6897626880', '0.0384760540', '-2.2917747170', '1.3062535710', '-1.4257695900'] 0.2103456168888889
train\33\Im_B32\100.jpg ['3.0265287740', '10.3777861100', '0.0457158450', '4.7093401390', '0.0390846090', '-2.2788863070', '1.0176705150', '-1.4264050220'] 0.2103456168888889
train\34\Im_B33\1.jpg ['0.0492111080', '9.8587744160', '0.0151901960', '3.3338571100', '-0.0030998280', '-3.5679242450', '49.6644184900', '-2.0421281070'] 0.03273060196666667
train\34\Im_B33\2.jpg ['0.1319657000', '9.8523790830', '0.0155448760', '3.3354059110', '-0.0037676060', '-3.5609590850', '49.1724123200', '-2.0310238570'] 0.03273060196666667
train\34\Im_B33\3.jpg ['0.2203725810', '9.8459856850', '0.0156777990', '3.3374385700', '-0.0044948960', '-3.5543542310', '48.6808590800', '-2.0165152170'] 0.03334096284444445
train\34\Im_B33\4.jpg ['0.2972227530', '9.8395940350', '0.0155832990', '3.3400179600', '-0.0052641590', '-3.5481742030', '48.1897162100', '-1.9996974910'] 0.03593499656666666
train\34\Im_B33\5.jpg ['0.3512036820', '9.8332040420', '0.0152741560', '3.3431799850', '-0.0060487430', '-3.5424624740', '47.6989439800', '-1.9815789460'] 0.03776607918888889
train\34\Im_B33\6.jpg ['0.3835088350', '9.8268158440', '0.0150658600', '3.3442583650', '-0.0066447230', '-3.5392866340', '47.2085197700', '-1.9627231810'] 0.03776607918888889
